stimulus_id,clip_id,strategy,sample_path,reference_text,hypothesis_text,wer,cer,speaker_similarity,mos_1_5,intelligibility_1_5,speaker_match_1_5,artifact_notes
atl_0001,fleurs_en_us_0000,vad_salience,samples/fleurs_en_us_0000__vad_salience.wav,when you call someone who is thousands of miles away you are using a satellite,Then call someone who's down with a mausoleum. Reen and start.,0.8666666666666667,0.546875,0.8078892230987549,,,,
atl_0002,minds14_en_us_0000,vad_salience,samples/minds14_en_us_0000__vad_salience.wav,I would like to set up a joint account with my partner,I would like to set up a joint account with my partner. How do I proceed with doing that?,0.5833333333333334,0.6046511627906976,0.8183265924453735,,,,
atl_0003,1272-128104-0000,patch,samples/1272-128104-0000__patch.wav,MISTER QUILTER IS THE APOSTLE OF THE MIDDLE CLASSES AND WE ARE GLAD TO WELCOME HIS GOSPEL,,1.0,1.0,-0.022909190505743027,,,,
atl_0004,minds14_en_us_0000,uniform,samples/minds14_en_us_0000__uniform.wav,I would like to set up a joint account with my partner,I would like to set up the joint account with my partner. How do I see what's doing that?,0.6666666666666666,0.627906976744186,0.352247029542923,,,,
atl_0005,fleurs_en_us_0000,acoustic_salience,samples/fleurs_en_us_0000__acoustic_salience.wav,when you call someone who is thousands of miles away you are using a satellite,"When I was a man, I was a man, and I was a man, and I saw it.",1.1333333333333333,0.640625,0.7995518445968628,,,,
atl_0006,minds14_en_us_0000,patch,samples/minds14_en_us_0000__patch.wav,I would like to set up a joint account with my partner,,1.0,1.0,0.036475446075201035,,,,
atl_0007,fleurs_en_us_0000,uniform,samples/fleurs_en_us_0000__uniform.wav,when you call someone who is thousands of miles away you are using a satellite,It's an important one to install the model here. You need to install it.,0.9333333333333333,0.6875,0.39246687293052673,,,,
atl_0008,minds14_en_us_0000,energy_salience,samples/minds14_en_us_0000__energy_salience.wav,I would like to set up a joint account with my partner,I'm going to like to set up a joint account with my partner. How do I proceed with doing that?,0.8333333333333334,0.7906976744186046,0.8072120547294617,,,,
atl_0009,1272-128104-0000,linear_selector_v1,samples/1272-128104-0000__linear_selector_v1.wav,MISTER QUILTER IS THE APOSTLE OF THE MIDDLE CLASSES AND WE ARE GLAD TO WELCOME HIS GOSPEL,Mr. Quilter is the apostle of the middle classes and we are glad to rob him his gospel.,0.17647058823529413,0.136986301369863,0.8403863906860352,,,,
atl_0010,fleurs_en_us_0000,patch,samples/fleurs_en_us_0000__patch.wav,when you call someone who is thousands of miles away you are using a satellite,,1.0,1.0,0.01637113466858864,,,,
atl_0011,minds14_en_us_0000,acoustic_salience,samples/minds14_en_us_0000__acoustic_salience.wav,I would like to set up a joint account with my partner,I would like to set up a joint account with my partner. How do I proceed with doing that?,0.5833333333333334,0.6046511627906976,0.8226529955863953,,,,
atl_0012,fleurs_en_us_0000,linear_selector_v1,samples/fleurs_en_us_0000__linear_selector_v1.wav,when you call someone who is thousands of miles away you are using a satellite,"Then close them up, use down the nozzle area, and then install it.",1.0,0.640625,0.827644407749176,,,,
atl_0013,minds14_en_us_0000,linear_selector_v1,samples/minds14_en_us_0000__linear_selector_v1.wav,I would like to set up a joint account with my partner,I would like to set up a joint account with my partner. How do I proceed with doing that?,0.5833333333333334,0.6046511627906976,0.7935754060745239,,,,
atl_0014,1272-128104-0000,energy_salience,samples/1272-128104-0000__energy_salience.wav,MISTER QUILTER IS THE APOSTLE OF THE MIDDLE CLASSES AND WE ARE GLAD TO WELCOME HIS GOSPEL,Mr. Quilter is the apostle of the middle classes and we are glad to rob him his gospel.,0.17647058823529413,0.136986301369863,0.8521344661712646,,,,
atl_0015,fleurs_en_us_0000,energy_salience,samples/fleurs_en_us_0000__energy_salience.wav,when you call someone who is thousands of miles away you are using a satellite,"Then close them up, use them, and I'll see you in the next one.",0.9333333333333333,0.65625,0.8174340724945068,,,,
atl_0016,1272-128104-0000,uniform,samples/1272-128104-0000__uniform.wav,MISTER QUILTER IS THE APOSTLE OF THE MIDDLE CLASSES AND WE ARE GLAD TO WELCOME HIS GOSPEL,"With the quilter is the apostle of the middle classes, can we rely on developing his gospel?",0.4117647058823529,0.273972602739726,0.5586860775947571,,,,
